State,District,Village Name,Site Name,Latitude,Longitude,pH Level,Landuse,Soil Type,Drainage,Date,Soil Depth (m),Soil Porosity,Organic Matter,POPULATION_DENSITY(people/sq km),Humidity (%),Avg. Tidal Height (metres),Avg. Wind Speed (km/h),Avg. Temperature (°C),Soil Moisture (%),Avg. Surface Elevation (meters above sea level),GW level(mbgl),Rainfall,Permeability Value (Qualitative),Permeability Value (Numeric),datetime,dayofyear,weekofyear,quarter,predicted_gw_level
West Bengal,Darjeeling,Tuta Pakri Basti,Tuta Pakri Basti,26.58763,88.3137,6.5,Urban,Dense Clay,High,01-01-2023,1.0,0.499698553,1.682222137,586,47.78023036,0.886809278,7.591549336,12.19084958,19.70883938,186.2318229,8.490738225,6.45209184,Low,0.135703026,2023-01-01,1,52,1,5.730802719919998
West Bengal,Darjeeling,Baneswar,Baneswar,26.60398,88.37971,6.5,Agricultural,Loose Silt,High,01-01-2023,0.01,0.329874588,2.035582313,586,44.71149331,0.83990012,12.03745862,11.79225942,14.061968,125.691831,7.395640399,9.234077586,Very low,0.17695458,2023-01-01,1,52,1,6.852109894949991
West Bengal,Darjeeling,Gangaram Tea Garden,Gangaram Tea,26.63174,88.30832,6.5,Agricultural,Dense Silt,Moderate,01-01-2023,10.0,0.413171145,3.622553966,586,44.72470632,0.509485877,13.60825203,19.83362429,12.04204273,171.0409441,4.693323271,4.289916269,Medium,0.972277469,2023-01-01,1,52,1,5.031914548269998
West Bengal,Darjeeling,Kalaram Ghosh Para,Kalaram Ghosh Para,26.66946,88.37017,6.5,Rural,Loose Clay,Low,01-01-2023,10.0,0.322009921,1.996107358,586,56.46099231,0.714425321,17.02613706,16.95595451,10.10450524,473.6546313,6.136416531,0.818254927,High,0.366154018,2023-01-01,1,52,1,5.601679609269997
West Bengal,Darjeeling,Madati,Madati,26.54259,88.2508,6.5,Rural,Dense Sand,Moderate,01-01-2023,0.01,0.320994912,3.276493457,586,40.68626995,0.598684799,19.63043068,14.12280668,13.62644501,252.4066644,3.322324669,5.721008542,Low,0.453035251,2023-01-01,1,52,1,3.7680993016700057
West Bengal,Darjeeling,Rangapani,Rangapani,26.64615,88.36983,6.5,Rural,Loose Silt,Moderate,01-01-2023,0.01,0.468415977,1.208802708,586,50.98813195,0.783457905,6.067176023,14.48650365,11.30050737,131.4993161,7.535895782,1.623843533,High,0.187797362,2023-01-01,1,52,1,6.502976319860006
West Bengal,Darjeeling,Chanbarjot,Chanbarjot,26.69716,88.36989,6.5,Agricultural,Dense Clay,Low,01-01-2023,1.0,0.474498397,0.950526845,586,57.66031928,0.803728101,17.99165056,18.61921792,13.08086558,216.5981199,5.435191875,0.092946568,High,0.486458645,2023-01-01,1,52,1,5.0343071565699935
West Bengal,Darjeeling,Siliguri,Siliguri,26.72268,88.41589,6.5,Forest,Dense Silt,Moderate,01-01-2023,0.01,0.438189476,3.758125907,586,42.54940698,0.811274787,18.52276556,11.15849256,14.71304011,150.5218248,3.529903045,1.760972876,High,0.917575483,2023-01-01,1,52,1,4.129591763210005
West Bengal,Darjeeling,Siliguri,Siliguri,26.70495,88.42662,6.5,Forest,Dense Silt,Moderate,01-01-2023,0.01,0.43292232,3.956626664,586,57.41429575,0.740765907,5.888319406,14.71876996,16.47715584,205.0763968,9.90742671,9.937783715,Very low,0.310606521,2023-01-01,1,52,1,8.525375279239991
West Bengal,East Medinipur,Diglabad,Diglabad,22.42065,87.78544,7.2,Rural,Loose Sand,High,01-01-2023,0.01,0.429320621,3.423839222,1076,55.36796992,0.905679387,18.03679935,11.46587856,15.641071,45.30249392,7.104071016,2.84594176,Medium,0.817529772,2023-01-01,1,52,1,6.180028720849997
West Bengal,East Medinipur,Kolaghat,Kolaghat,22.44359,87.87558,7.2,Urban,Loose Sand,Moderate,01-01-2023,0.01,0.407040321,4.262616201,1076,57.62363228,0.609315841,12.46921508,14.0007411,14.77772809,459.515002,3.338548449,2.847761671,Low,0.103956884,2023-01-01,1,52,1,4.471864491139995
West Bengal,East Medinipur,Haldia,Haldia,22.09283,88.06105,7.2,Urban,Loose Clay,High,01-01-2023,0.01,0.475994497,4.402033126,1076,52.74043219,0.728502078,11.14619776,13.97808671,19.09270994,370.4725958,8.769098366,5.30822982,Very low,0.266538268,2023-01-01,1,52,1,4.635981138190001
West Bengal,Hooghly,Uttarpara (Goshpara),Uttarpara (Goshpara),22.685632,88.354689,7.1,Urban,Dense Sand,Low,01-01-2023,1.0,0.43277895,1.48652289,1753,43.22031829,0.604416878,16.40633821,17.40618447,12.10131907,413.3838828,7.335333221,2.208009066,Low,0.54625947,2023-01-01,1,52,1,6.5047518396900035
West Bengal,Jalpaiguri,Gayerkata,Gayerkata,26.70287,89.02457,6.7,Urban,Dense Silt,Low,01-01-2023,0.01,0.300319048,1.049843191,622,40.39206909,0.757904068,11.37576529,14.33571339,18.59823068,126.0872312,7.236413811,5.622914763,Very low,0.453685667,2023-01-01,1,52,1,6.2651018882199985
West Bengal,Jalpaiguri,Gilandi Club Para,Gilandi Club Para,26.6143,89.00919,6.7,Agricultural,Loose Clay,Low,01-01-2023,10.0,0.300769331,4.715907817,622,49.42766682,0.775851197,18.01592162,16.64814405,14.5843883,91.02860281,8.189833359,9.39246043,High,0.131442533,2023-01-01,1,52,1,5.491663479019998
West Bengal,Jalpaiguri,Karbola,Karbola,26.7867,89.06446,6.7,Forest,Loose Clay,Low,01-01-2023,10.0,0.48292892,2.248370713,622,44.78733524,0.950475951,15.23259457,10.84759328,13.87959235,450.1281954,6.857797098,3.104532052,Low,0.678988615,2023-01-01,1,52,1,6.272474869259996
West Bengal,Jalpaiguri,Khali Gram,Khali Gram,26.62397,88.45116,6.7,Forest,Dense Clay,High,01-01-2023,10.0,0.467502155,4.295894918,622,47.82415673,0.683319704,19.02727316,13.36975562,16.29439111,334.8066996,9.811946963,8.796881159,High,0.217121237,2023-01-01,1,52,1,8.028572452869998
West Bengal,Jalpaiguri,Millpara,Millpara,26.59309,89.00749,6.7,Rural,Loose Clay,Moderate,01-01-2023,0.01,0.493127482,3.911739974,622,43.91225342,0.535213696,12.11635485,13.83399841,11.44979781,154.119224,7.749679809,9.648373677,Very low,0.240721306,2023-01-01,1,52,1,7.140264287619995
West Bengal,Jalpaiguri,New Salbarihat,New Salbarihat,26.5442,89.1055,6.7,Rural,Dense Sand,Moderate,01-01-2023,10.0,0.373578298,1.539734581,622,46.92340329,0.635095914,14.50342445,10.2096977,12.0483821,306.9762105,5.367117982,1.972213156,Very low,0.94872618,2023-01-01,1,52,1,4.997326185180007
West Bengal,Jalpaiguri,Salbari,Salbari,26.55277,89.0742,6.7,Forest,Loose Sand,Moderate,01-01-2023,0.1,0.301797984,4.919405856,622,49.8846241,0.787528655,10.81229362,19.07191215,10.64314528,276.0160687,7.973660387,9.191374525,Low,0.308457368,2023-01-01,1,52,1,7.062292764809999
West Bengal,Jalpaiguri,Berubari,Berubari,26.41,88.70041,6.7,Rural,Dense Silt,Moderate,01-01-2023,0.1,0.423706515,3.147782088,622,51.03804078,0.988747341,8.543828387,19.66732806,18.93326717,211.5629674,4.009673618,9.685231767,High,0.512085206,2023-01-01,1,52,1,4.216934160720004
West Bengal,Jalpaiguri,Dus Doroga,Dus Doroga,26.5472,88.60864,6.7,Forest,Dense Clay,High,01-01-2023,1.0,0.379471984,1.694204273,622,45.26204905,0.530929439,8.715454527,17.90927774,12.59586998,332.1854367,0.833539703,1.056183999,High,0.395939337,2023-01-01,1,52,1,2.101687294720002
West Bengal,Jalpaiguri,Ghugudanga,Ghugudanga,26.39971,88.7431,6.7,Urban,Dense Sand,High,01-01-2023,0.1,0.312649138,3.416598835,622,54.16259262,0.934009462,6.894950937,13.45786069,19.04994632,325.4179094,3.068109642,4.503938646,High,0.977471126,2023-01-01,1,52,1,3.8124279976100035
West Bengal,Jalpaiguri,Jalpaiguri,Jalpaiguri,26.52195,88.7265,6.7,Forest,Loose Clay,High,01-01-2023,10.0,0.361538774,2.695228287,622,49.20300928,0.600606788,10.14672478,17.33631998,13.22404194,454.1477336,7.44838118,4.671318572,Medium,0.126193475,2023-01-01,1,52,1,5.03692313384
West Bengal,Jalpaiguri,Jhabari More,Jhabari More,26.55043,88.80715,6.7,Urban,Dense Clay,Moderate,01-01-2023,0.1,0.330048708,3.730923346,622,58.82306301,0.676134677,18.86111375,19.67823764,13.99776672,186.8443705,4.053286966,0.627714977,Medium,0.746038589,2023-01-01,1,52,1,4.378556343399993
West Bengal,Jalpaiguri,Konpakuri,Konpakuri,26.44257,88.69982,6.7,Forest,Loose Clay,High,01-01-2023,1.0,0.482767348,0.686820072,622,45.08950161,0.795356848,12.27841413,16.36222964,12.61655125,481.051406,6.28474188,6.803023004,High,0.678487995,2023-01-01,1,52,1,5.9977148588
West Bengal,Jalpaiguri,Panda Para Kalibari,Panda Para Kalibari,26.50649,88.7154,6.7,Rural,Loose Clay,Moderate,01-01-2023,0.01,0.492304786,1.222650134,622,55.20807001,0.579125156,16.98964853,10.35693491,15.66781561,90.93310863,0.59471866,8.129540997,High,0.380786161,2023-01-01,1,52,1,2.5391763203400024
West Bengal,Jalpaiguri,Purba Kumar Para,Purba Kumar Para,26.52021,88.68577,6.7,Rural,Dense Clay,Low,01-01-2023,0.1,0.471594419,1.731774207,622,49.47521357,0.504825361,8.216935279,18.97268998,10.41324155,89.94707921,0.564576362,2.286919899,High,0.210992254,2023-01-01,1,52,1,2.70891825285
West Bengal,Jalpaiguri,Raninagar,Raninagar,26.53758,88.64378,6.7,Agricultural,Dense Silt,High,01-01-2023,0.01,0.349018996,1.183154969,622,54.29809992,0.746125904,11.91174452,14.40008902,11.86540272,14.1073042,7.294647794,5.450606664,Medium,0.124689448,2023-01-01,1,52,1,5.051163871269999
West Bengal,Jalpaiguri,Radhanagar,Radhanagar,26.4997215,89.8113861,6.7,Urban,Dense Silt,Low,01-01-2023,10.0,0.349368273,4.673116084,622,52.070245,0.724500091,13.21808571,16.98182047,11.68328166,180.2059573,6.754543265,9.305636178,High,0.669444319,2023-01-01,1,52,1,6.207724753830006
